author_name,rating,published_at,text,author_image_url
Rudy Prayitno (Rudy SP),5.0,2 bulan lalu,Sejak taman sejarah di revitalisasi maka mulai 2023 memperoleh penampilan ruang terbuka hijau yang digunakan untuk tempat bermain gratis bagi anak. …,https://lh3.googleusercontent.com/a-/ALV-UjXHIMwelhZUmeWHtOuWdLfHyUlk8KWqCkD82Nv6EAXTaO1zAsUJ=w36-h36-p-rp-mo-ba8-br100
Ruddy Nararyo,5.0,sebulan lalu,"Kota Lama Surabaya adalah kawasan bersejarah di Surabaya yang kaya akan peninggalan era kolonial Belanda. Kawasan ini menjadi pusat pemerintahan Belanda dan juga tempat tinggal bagi berbagai komunitas asing, termasuk Eropa, Tionghoa, Arab, …",https://lh3.googleusercontent.com/a/ACg8ocLhLYa4-bC6ymUwIGsHVQW5B1TE7TxZ4CP311B1BGLfibCe5w=w36-h36-p-rp-mo-ba5-br100
Winda Chewy,4.0,3 bulan lalu,"Baru bulan lalu berkunjung ke kota lama Surabaya bareng keluarga. Mudah diakses oleh mobil, motor, sepeda bahkan ada suroboyo bus dan bus kota yg melewati kota lama lho. Banyak orang yg foto2 disini baik itu anak-anak, remaja, dewasa bahkan …",https://lh3.googleusercontent.com/a-/ALV-UjUUjoalOw3t6bkx-B4rTOgcMOxmz7miJ0c4SZ-Zwf_WRlVurik=w36-h36-p-rp-mo-ba6-br100
anggrian yulventia sanjaya,5.0,sebulan lalu,"Semakin bagus daripada saat awal berkunjung, semakin terawat. Tempatnya nyaman, toilet umum juga cukup bersih. Makanan di central kuliner rasanya enak dan harganya murah. Spot foto-foto banyak yang iconic, dan jangan lupa keliling dengan …",https://lh3.googleusercontent.com/a-/ALV-UjW0a7kAHJIeToCM7bomp5QQKPw3pQdOjLCXrkRgd0rlwF7zgltKjA=w36-h36-p-rp-mo-ba4-br100
rumahmimi57,5.0,3 bulan lalu,"Wajib dikunjungi jika ke Surabaya. Belajar tentang sejarah, atau sekedar menikmati hembusan angin kota Surabaya juga berfoto-foto. Di sini banyak kendaraan wisata mulai dari tourwagen, jeep, becak unik sampai delman. Ada juga fotografer …",https://lh3.googleusercontent.com/a/ACg8ocJOGqCfRBoBT0eitDOgPUcWi4Mjsb9Sbfz4xtlHGzUfLpazTg=w36-h36-p-rp-mo-ba6-br100
Elisabeth Venatyasmara,5.0,3 minggu lalu,"Akhir pekan sangat ramai, banyak event juga yang diadakan di sini. Tempatnya juga estetik, cocok buat kalian yang suka foto2. Kalo ke kota lama, jangan lupa mampir ke pabrik sirup limun nya hehe, juga jelajah kuliner di gang2 sini. Ada jasa …",https://lh3.googleusercontent.com/a/ACg8ocLD6uHfp-cgG3IosI4xmZN8LkxsRNmAeucS39-0KwUWsAVvGeM=w36-h36-p-rp-mo-ba3-br100
Astari Ratu,5.0,sebulan lalu,"Cocok banget buat yang suka bangunan-bangunan lama. Banyak spot foto yang oke, mending kesini agak pagi deh kemarin siang panaaas banget. Di jalan kecil sebelahnya Cigar ada beberapa cafe tapi mayoritas buka jam 10an, alternatifnya kalo mau ngadem sambil jajan bisa ke deketnya jembatan merah, ambil kanan. Ada beberapa warung disana",https://lh3.googleusercontent.com/a-/ALV-UjV7j7dIvv-aULDr_99tTtBdju1qfrFjIH5GjPoIaRMf_l9BFUrLDw=w36-h36-p-rp-mo-ba2-br100
tunjung brahmakerti,5.0,seminggu lalu,"Jalan jalan ke kota lama waktu malam gini seperti kembali ke masa lalu, apalagi dengan banyaknya yang sewa baju baju kuno berasa banget kayak ke jaman dulu, cocok untuk foto cosplay maupun prawed dengan tema masa lalu",https://lh3.googleusercontent.com/a-/ALV-UjVTZz4D-B-zPMG1c4DxrDcCCFUlChrVbQlGvq6U-xiRsvVdpOR6=w36-h36-p-rp-mo-ba2-br100
Yudhis Tira,5.0,2 bulan lalu,"Kota Lama Surabaya adalah tempat yang wajib dikunjungi kalau kamu lagi di Surabaya. Kawasan ini penuh dengan bangunan tua yang indah dan bersejarah, kayak gedung kolonial Belanda dan gereja tua. Suasana nostalgis dan romantis banget, cocok …",https://lh3.googleusercontent.com/a-/ALV-UjXj1rwBM6yUUUZO60JAe9lql7efjltDCHm6AVSYQPD1en1fu-XM=w36-h36-p-rp-mo-ba6-br100
Sunsun Liang,5.0,4 minggu lalu,"Kota lama Surabaya, salah satu spot wisata di Surabaya.

Setelah proses revitalisasi beberapa waktu lalu, sekarang jadi nampak indah dan …",https://lh3.googleusercontent.com/a/ACg8ocLLmW4CVEuOevoQfZSVr5qIf8poy06_S1Vk8Z8kZ1E2h_Gza1o3=w36-h36-p-rp-mo-ba2-br100
Funkme TV Rusak,5.0,4 bulan lalu,"Sudah 4 kali ke Kota Lama Surabaya tapi baru kali ini foto² dengan baju adat jawa yang sewa di JMP Plaza (@sewakostum_kotalamasby) nama IG nya,soal berapa sewa kostumnya mulai harga  25 ribu saja dan juga masih banyak kostum lainnya ala …",https://lh3.googleusercontent.com/a-/ALV-UjXaHTT_gj-_j5XIFTrMYkuXbkHSHchkvMQziwZdtbhkQoS9eok=w36-h36-p-rp-mo-ba3-br100
I Made Sugiartha,4.0,sebulan lalu,"Tmpt spot foto yg WAJIB dikunjungi di SBY. Yg dlu'y Kota Tua Surabaya yg sempat terbengkalai biasa sja, skrng tlh menjdi Kota Lama Surabaya dgn smua keindahan dan beragam budaya di masa lalu, di konsep terpisah menjdi 5 area wisata. Wes pokok'e gk bakalan rugi tp malah ngangeni pengin kesini trs",https://lh3.googleusercontent.com/a-/ALV-UjXhLfpVIvN9iOBA1v2N1TXGRfnQFwy0j5mdjZZX4QEU47NGY64d=w36-h36-p-rp-mo-ba4-br100
Brilliant A.,5.0,2 minggu lalu,"tempatnyAa baguss!! bersih pwoll dan nyaman jg klo kesini, mungkin karena waktu aku ga pas jd sepii gaada yg juaAL taapi bagus babget kalo org baru mau ke surabaya trs kesinii!! 🚹💤🌀 …",https://lh3.googleusercontent.com/a-/ALV-UjVxf82NENTyIahrLMxnQpY8uvH6PkEyRdAWULTMBtnHGRtTrxsm=w36-h36-p-rp-mo-ba4-br100
Aditya Wibowo,5.0,sebulan lalu,Salah satu wisata bersejarah dan ramah kantong di surabaya. Untuk tempat pas berada di tengah kota dekat dengan pecinan dan kampung arab. Akses kesana dpt menggunakan suroboyo bus R1 koridor T purabaya-Tj Perak atau bisa dgn kereta dan …,https://lh3.googleusercontent.com/a-/ALV-UjXCbCs_4ZJjUcw25_cG-c7zgi6hS1rBs52F_MUJ3RF0ENdvjK0M=w36-h36-p-rp-mo-ba3-br100
rosy d,5.0,3 bulan lalu,"good experience in my own city. banyak spot2 foto dan tempat bersejarah. di taman sejarahnya jg banyak plakat2 bisa dibaca2 tentang sejarah surabaya, ada huruf braillenya juga. ada toko souvenir juga dan harganya masih reasonable barangnya …",https://lh3.googleusercontent.com/a-/ALV-UjUJpQ_RjmHwFddI_K1ZVj1r9R9ES_zwZ-2F3fE-uvpjm4FI3BE=w36-h36-p-rp-mo-ba4-br100
Fina,5.0,sebulan lalu,"Ini mau dikunjungi pagi maupun malam sama-sama oke. Parkirnya pinggir jalan bisa, yang resmi pakai tiket juga bisa. Kalau malam banyak jasa foto, per foto tarifnya 3k, pakai kamera profesional, diarahkan juga gayanya. Kalau pagi enak adem …",https://lh3.googleusercontent.com/a-/ALV-UjVGTe_gYcCgWdnTDztVPxJ1QFScAV4XGHUeq_SP0F4CWgr8arxH_Q=w36-h36-p-rp-mo-ba2-br100
Rahma Puspa Damayanti,5.0,Diedit 4 bulan lalu,Kota Lama Surabaya menawarkan landscape kota pada era Belanda. Pengunjung dapat menikmati pemandangan sambil berfoto atau sekedar menelusuri gedung-gedung peninggalan Belanda dan gang-gang rumah gaya era tersebut. Fasilitas yang tersedia …,https://lh3.googleusercontent.com/a-/ALV-UjWR1nz6eupK8nwjEFAoJQGA53CsWcGoVJQUOIypBHKYRdkXkLI=w36-h36-p-rp-mo-ba4-br100
Rifqi Reee,5.0,4 bulan lalu,"Tamannya rindang, banyak pohon dan tempatnya luas, cocok kalo bawa anak-anak kesini apalagi ada lapangan futsal + basket juga. Di sebelah selatan jalan raya, ada banyak kafe dan pedagang kaki lima. Untuk penyebrangan terdapat satu pelican …",https://lh3.googleusercontent.com/a-/ALV-UjWuYsAL-7dnYFcYIiFcafc7n3GvM97II-c2rXu6jpp1hvjkUrrE=w36-h36-p-rp-mo-ba4-br100
Fayou Akbar,5.0,seminggu lalu,"Menyenangkan sekali. Bisa naik toerwagen 200k/orang. Naik jeep 45/orang. Banyak tukang photo juga dengan harga 3k/foto. Ada taman bermain, lapangan basket dan musola 😍 sekitar kota lama juga banyak kulineran 😍 …",https://lh3.googleusercontent.com/a-/ALV-UjXw--Q1N5CI9ZV37ZUjcelorcG9k_W59HQ4NmiunojmGDrVCtBiAA=w36-h36-p-rp-mo-ba5-br100
ayu trisna,5.0,3 bulan lalu,"Salah satu ikon baru Surabaya.
Banyak warga yg manfaatkan utk area rekreasi di malam hari dan weekend. Bisa foto² pakai HP sendiri atau pakai jasa fotografer. …",https://lh3.googleusercontent.com/a-/ALV-UjXZhJXlncZBlCQVmKbjEtmgtHv2zbKM2g_-Ys5gaH9eCSmFHeWAeA=w36-h36-p-rp-mo-ba5-br100
MELMAN GLORY,5.0,sebulan lalu,"Berkunjung ke kota lama surabaya
Naik tourwagen 20 rb per orang kita keliling smp kantor pos kebon rojo
Bapak yang nyetir juga tour guide nya …",https://lh3.googleusercontent.com/a-/ALV-UjWXCufEjv_ktn47-r_E9TCsM5Vg1rufwMqnbtfnFHiHg4jc4mc=w36-h36-p-rp-mo-ba4-br100
Diza Arini A.,5.0,3 bulan lalu,"Karena tempatnya memang tempat wisata sejarah jd ya nothing special. Cuma emang oke buat spot foto. Jam 8/9 an udah kerasa panas bgt. Agak susah cari pedagang makanan/minuman tp biasanya ada org yg keliling nawarin minuman botolan, mostly …",https://lh3.googleusercontent.com/a-/ALV-UjXttv8nU-lUwLYGYrDUNJdCDLCmMkeoaNJq3cxzjhQsWgJ_9aqZ=w36-h36-p-rp-mo-ba4-br100
Bagus AP,5.0,3 bulan lalu,"Berkunjung kesini hari Selasa, 06 Mei 2025 setelah melalui perjalanan naik pesawat udara dari bandara Juanda.
Saya kesini ada kegiatan agenda perjalanan dinas kota surabaya kegiatannya Rabu, …",https://lh3.googleusercontent.com/a-/ALV-UjUeHwgeb-pcrn1OX7SjnjQu22r_03fLsQvuivlAQasfM-ubUao=w36-h36-p-rp-mo-ba5-br100
Meliana,5.0,6 bulan lalu,"Kalau mau ke sini lebih baik sore hari, lebih syahdu dan ga begitu ramai seperti saat malam hari. Parkirnya di JMP aja, bayar 5000. Boleh ajak anak-anak untuk explore kota lama sekalian belajar sejarah. Di sini banyak freelance fotografer, …",https://lh3.googleusercontent.com/a-/ALV-UjUxUzNnHQow9mcUc1vbPNdJNwkWXdybH3bEHc4k4Ja8rj3fI9IR=w36-h36-p-rp-mo-ba4-br100
Devinta Nirmalasari,5.0,2 bulan lalu,"ke kota lama naik toerwagen, udh 2x naik tapi pastinya beda vibes tiap guidenya yaa. yg pasti naik toerwagen tuh nunggu 5-7 penumpang lain baru bisa jalan. selain itu, aku jalan2 aja di sekitar kota lama karena semua serba vintage dan byk bacaan sejarahnya. jadi betah! 🤎 …",https://lh3.googleusercontent.com/a-/ALV-UjWJ5N1JO2sb-8fme8LqscJk2a520nQ_ShNO-Sfi-LcqpYFdDD-6mA=w36-h36-p-rp-mo-ba3-br100
Hera Dyah Fatmawati,5.0,4 bulan lalu,"Tempatnya cantik, bagus, bersih, sayang banget pas dateng langsung hujan jadinya kurang mengeksplor berbagai gedung2 lama. Ada beberapa penjual makanan dan minuman, boquet bunga dengan harga yg murah, fotografer2 muda, penyewaan sepeda dan …",https://lh3.googleusercontent.com/a-/ALV-UjWpAF1fSt2CTmpd5z7YdV0pdBRGGtwm6ktZTdT51RD-t2UKYmpM=w36-h36-p-rp-mo-ba4-br100
Lya Martha,5.0,3 bulan lalu,"Salah satu tempat dengan tema vintage di Surabaya, tempatnya asik untuk sekedar nongki pagi atau sore hari menikmati sunset. Lokasi mudah dijangkau,banyak tempat foto aesthetic dan instagramable, lokasi parkir mudah.",https://lh3.googleusercontent.com/a-/ALV-UjVeuDUk7sEqR6oy3uFjPQAK_NK5KNwOQgxjKUNAQoQ93BkAGLAiCg=w36-h36-p-rp-mo-ba6-br100
Resky Hazaq,5.0,5 bulan lalu,"Ngide kesini malam karena kalo siang sudah dipastikan puanas poll, tapi sepertinya bagusan sore kalo cuacanya mendukung. Kalo malam minusnya gabisa masuk ke pabrik sirup. Sayang banget kalo kesini ga foto foto, banyak gedung lama …",https://lh3.googleusercontent.com/a/ACg8ocI7XSCyW-avmkLoqpk9T-Hf3jvsKllucJDbls0Qu45oYM38cgM=w36-h36-p-rp-mo-ba2-br100
manik divyani,5.0,sebulan lalu,klo bingung nyari tempat buat nongkrong atau wisata bisa kesini agak ramai si tapi bagus bangunannya parkirnya juga tidak terlalu jauh,https://lh3.googleusercontent.com/a/ACg8ocK-PD3PLP-ZZuu50OFgoq_dah7jHhAYHPlWjRwqmLS7S1vnPn4=w36-h36-p-rp-mo-ba3-br100
Rifa'i Angga Pratama,5.0,4 bulan lalu,Kota lama di Surabaya dengan disertai jembatan merah adalah saksi dimana sejarah perjuangan bangsa Indonesia melawan sekutu seperti Inggris dan Belanda. …,https://lh3.googleusercontent.com/a-/ALV-UjXpF33ENWQx1jgQaV7Zy9UF_zvfkqyNdIc9gHl0tfZTNlNDLBfMCQ=w36-h36-p-rp-mo-ba4-br100
Dewa Ayu Made Candra Dewi,5.0,2 bulan lalu,"Okay. Ini Kota Lama. Nama kerennya Zona Eropa. Disini selain ikonik nya kota Surabaya tercinta. Juga tempat dimana kita tidak boleh melupakan Sejarah. Maksudnyaa.. Bukan mantan lah yaa, plisdehh.. Taman ini dijaga petugas2 dari Dishub …",https://lh3.googleusercontent.com/a-/ALV-UjUxviKv4kT1GyR4wt2unfAA92V9h64tH47SGr95YbriGtj8aUxI=w36-h36-p-rp-mo-ba3-br100
Niken Ayu Aprilia,4.0,3 bulan lalu,"Sebenernya bagus sih, spot foto2nya banyak. Cuma sangat disayangkan, waktu kesana iseng ngeiyain jasa foto ternyata hasilnya gak banget, kayak asal foto aja, lebih bagusan pakai kamera hp.",https://lh3.googleusercontent.com/a-/ALV-UjVKCSKwm_w7SwFyNi8jP5NFzygcWIwmqD9uJ6MjQ1aMLXy8ccPT=w36-h36-p-rp-mo-br100
Ayu Nadia,5.0,4 minggu lalu,"Jujur buat orang yg suka sejarah emg cocok bgt berkunjung ataupun tinggal di kota ini, dan bagusnya pemerintah setempat jg peduli dgn memfasilitasi pengunjung supaya bisa tau sejarah lbh detail.",https://lh3.googleusercontent.com/a-/ALV-UjXnRJDj8YjwxPuoKt3huzpzZmPRb6ryKY5SXDK5kf4nrzuYdwjBQA=w36-h36-p-rp-mo-ba5-br100
Dito Wahyu,5.0,sebulan lalu,Kawasan dengan bertema klasik zaman kolonial Belanda. Hampir tiap sudutnya seperti membawa kita ke zaman itu. Cukup ramai jika ke sini saat weekend.,https://lh3.googleusercontent.com/a-/ALV-UjXbAYlQtKSI6-WMng4tQKyTOEigLK63I-HXKsChSVLgPb5gwUE35Q=w36-h36-p-rp-mo-ba4-br100
Michael Sentoso,4.0,2 bulan lalu,Mengunjungi salah satu jalan di kota lama - banyak lampu lampu jaman kolonial dan sangat instagramable. Cocok buat referensi jalan2 sore menjelang malam untuk mengejar sunset dan disana ada beberapa coffee shop yang bisa jadi pilihan untuk menghabiskan waktu.,https://lh3.googleusercontent.com/a-/ALV-UjUqNkloBkw8so4xC2p0htzHIuww58D9gHpncnAhfjuJ-jOKjOKsug=w36-h36-p-rp-mo-ba5-br100
Nauroh Albasyasyah,5.0,Diedit 5 bulan lalu,"Kota Lama Surabaya, tempat yang sangat aesthetic dan cocok banget untuk kamu yang suka foto-foto. Sebaiknya datang saat sore hari agar tidak terlalu panas, karna kalau siang panas pwoll. Di sana juga ada food court dan beberapa cafe, jadi …",https://lh3.googleusercontent.com/a/ACg8ocIo2Si8KGumLRRg7KO9PScERVUyNoAeKOl8Q_HbE5TLCjEy8edQ=w36-h36-p-rp-mo-ba4-br100
Joe Fernando,4.0,2 bulan lalu,"Lumayan bagus, disarankan malam biar suasananya lebih dapet, ada penjual jasa foto lho, dan bisa jadi tempat prewed juga",https://lh3.googleusercontent.com/a-/ALV-UjXMZvAh_8FpaQth5iyUaDXsTPn9fI0K8XQnOxE3-CqjOxOR4KP0=w36-h36-p-rp-mo-ba2-br100
Vrila,5.0,6 bulan lalu,"Bangunan lama menarik untuk dikunjungi, karena mengandung cerita sejarahnya masing-masing. Terdapat bekas mobil Mallaby yg sudah rusak pada saat perang dulu. Masih ada bangunan lama di sekitarnya yg menjadi saksi sejarah. Kita bisa …",https://lh3.googleusercontent.com/a-/ALV-UjUSybQsGrvvgwq8QXl83cSrbzpgZ5xG8YyWNqd-7tcqMb1P5ZaM=w36-h36-p-rp-mo-ba6-br100
Nayaka Faith,5.0,sebulan lalu,"Indah sekali banyak sejarah di tempat ini terutama di jembatan merah,dan di kota lama terdapat lisan tentang perjuangan kota Surabaya menuju kemerdekaan.Untuk bangunannya terlihat tua tetapi mengesankan..",https://lh3.googleusercontent.com/a/ACg8ocI-KIlSEP1nZ7hawBufPp63_fPv8Gj7ttDO7mAI5kXpExbUTw=w36-h36-p-rp-mo-ba2-br100
Mila Halimiyah,5.0,sebulan lalu,"Salah satu tempat dengan nuansa sejarah yang masih kental, disini terdapat 3 tempat peradaban yang berbeda, eropa china dan melayu",https://lh3.googleusercontent.com/a-/ALV-UjXhe1IwaLRNDrvnuvF1wrXLeIAG0l09VJBYm83hPXAfKgSeEHi6bA=w36-h36-p-rp-mo-ba5-br100
